"id","text"
379,"This is much more a blouse than a ""tee"". the detailing is beautiful and the fabric on the back is a more stuff, starched cotton, not stretchy jersey. because of that i felt like this top ran small. i had to size up."
380,"I tried this on today and i wish i had taken it home. for me it was true to size, and the star print was perfect. flowy but not in maternity way at all. i'm gonna have to go back for this one!"
381,"This runs way big.  i would recommend sizing down at least one size.  possibly 2.

i got the design with divers.  it's fun and light for summer.  soft material and very comfy."
382,"Although i love the soft feel of the sweater, the zig zag design was very unflattering. also, the length is much shorter than appears in the picture. i will be returning it."
383,"Wished this had worked for me! however, i prefer smaller armholes so my bra and skin (not so young anymore) don't show. the beige lining shows at the armholes as well. on the upside, it's very slimming even with the stiff petticoat. so cute! perfect length for me. another caveat -- if your back is not completely symmetrical, as mine isn't, the decorative back straps sit in a wonky position. i'm 98 lbs, 4' 10"", and the oop was perfect but for the above objections."
384,"The retailer store by me only carried these in the petites, but i've learned to always snag a petite just to see because sometimes the petites fit just as well, if not better, depending on the length of the outfit!
______________
pros:
- looks exactly the same in person as online. color runs true.
- well made, good stitching, solid dress.
- great length in the sleeves.
- fits tts. i'm normally a size 10 or 12 and grabbed the 12p to see how it'd fit. other than being too short in length on my"
385,"Love the diving beauty version, it is charming without being too ""cutsie"" which i stay away from. the epitome of summer and that grab and go easy little statement. i find it runs true to size...you could safely size down if need be. love it! thinking of getting the here comes the sun too! tuck it in, tie it in the back or side or great just draping...love the little touch on the sleeve too...nice surprise!"
386,"This is great. on the model it looks largish, but on me it doesn't. if you're curvier like me (5'10"", 155, 32e) it may be more fitted. long arms with great wrists. design is just as shown. not a sturdy piece. but not cheap looking in any way. i plan to hand-wash and not drop coffee down the front so i can wear it for a long time. just what i want to wear on certain days, and more colors would be great. thanks, retailer."
387,"This is a really flattering tee for my curves. pretty lace details. i purchased the gray and ordered the wine. the pink looked more peach to me in the store. only reason for 4 stars is that the back material wrinkles easily. true to size (large) for me."
388,"Comfortable material, fits true to size, love the color and can wear all year round. selected this dress for a fall wedding and its a keeper!"
389,"I stumbled across this dress at the store and fell in love. it's so bright and cheery but still sophisticated enough for most events. i love that the tulle that gives the skirt a slight flare and body is completely concealed. the dress is well lined and darling. i am small chested so i didn't have an issue with it feeling revealing nor did the lining hang out. i purchased this for my rehearsal and rehearsal dinner for my summer wedding. i look forward to wearing the dress many times after."
390,"I""m not crazy about maxi dresses so when i found this fun print with fringe-it spoke my language. love this dress. feel this dress will work with many seasons. dress falls nicely and feels comfortable. i was worried it would be too long but with a 2 inch heel-its perfect. have paired it with some red dangled earrings that spice it just right."
391,"For the price of this dress, i was expecting something decent. the style is cute, but nothing more. however, the type of the polyester that the dress is made of.... oh my. it is a thick unpleasant material, that will cling to a body when it is hot. i never came across an item at retailer that was made this cheaply.
the tag on the back was hanging at half and the button on the front was ready to come off before i even tried this dress on.
no need to say - it's going back asap.
you should not sel"
392,"I have been wanting this sweater and decided to order. when i received it, there was no tag on the product. it was not in a typical clear bag from retailer and it wasn't packaged nicely. it came from reno, nv. most products i order do not get shipped from there. it is short, and i'm 5'1"". most clothes that are short fit me with no problem. this sweater might hit me at the waist, or maybe shorter. i think the color is nice and the sweater is soft but not what i wanted. i am going to return it"
393,"Fantastic signature retailer styling with this unique statement sweater. the pattern placement has a slimming look on the front and a rear enhancing look from behind. i've been using the super soft removable fur collar as a scarf and stole for my other outfits as well. the length is almost tunic on me, so it looks great with leggings and skinny jeans while buttoned up. if you choose to remove the fur collar the v-neck is very open, so i keep it unbuttoned when i style it that way. knit fabric is s"
394,"I purchased this dress for my bridal shower and it was perfect! the details on it are amazing-delicate and lovely! i am 5'11'' and it hit just above my ankles which i loved because i could show off my shoes!"
395,"I love the style of this dress and the color is beautiful and very much like the photo. like previous reviewers mentioned, the top is a little loose in comparison to the bottom. i originally bought a size 4 but then exchanged it for a 2. i tend to be between those sizes. the 2 fits great on bottom but the straps are a bit loose. it might be better for bigger busted ladies!"
396,"I bought the design which has now sold out, of the sailboats and waves along the top. the t-shirt is super soft and thin. but, it's not sheer or see-through. very light and cool for hot humid summer days. has some nice stretch as well. a really gentle cotton knit.

this top does run large. maybe that's so it will be cool and not stick to you? thus, i didn't size down because i don't like clothes too form-fitting on super hot days."
397,"Overall i really like this dress. the color is vibrant & unique. the top of the dress especially the shoulder straps seem loose so i'm getting it tailored."
398,"Bought this in green at my local store and fell in love with it! i also tried one in pink and it was a bit sheer which is why i opted for the green color instead. very nice and feminine."
399,"Very cute dress but the skirt flares out more than it looks in the picture. this made my midsection look unflattering from the side. also, for some who is on the flat chested side, you need a good bra or alteration (at least for me). despite what i listed above, i kept the dress since it's a versatile dress for many occasions."
400,"I just couldn't resist this dress! it's blue, it's fun, it's feminine. the color is so vivid and beautiful in person. i was worried that the length would be an issue (i bought a regular size instead of my normal petite), but i feel that it is perfect. it fits great, and i know i will wear it a lot this summer."
401,"Great fit, perfect length! so happy with these jeans. the fabric is pretty stretchy but definitely still has a denim feel. very soft - love these jeans!"
402,"I bought this top at my local retailer in a burgundy color. it is so beautiful and feminine. i want to get it in the other color they had in the store and also this black one available on-line. i bought it in a size 6 and i am 5' 2"" , 34d. i sometimes get tops in petite but i felt the reg size fit just fine."
403,"I purchased this item as a gift for my wife and she loves it. the quality for the price is great. soft and comfortable. needs to be washed with care but is worth it"
404,"Gorgeous fun dress, but the cut in the armholes (6 petite) is really low. so low even a strapless bra peeks above it. there are also lining issues (could have been with just my one choice) where the lining is not stitched well around the armholes so it shows too much. back is stunning. i would say that if you can go bra less this could be so awesome. it didn't work for my body because i have to wear a bra, but i think its a winner for someone."
405,"I kept the size 8 of the dress and had to return the 10 as it was too roomy at the arms and chest (which is great!!!). material is nice and not too much material, hangs nice (its a swing). another win!"
406,"Many compliments - great color and so comfy. most of my dresses from retailer are maeve brand, and i have never been disappointed."
407,"Tts and very very sleek and flattering. just love for summer. nice light weight. feel great on and not saggy. nice color addition since my other favorite are lighter shade of blue."
408,"I really love this this dress, but i agree with the previous reviewer about the belt around the waist-it is a draped piece of fabric that is very figure flattering where it wraps, but one side of the dress has no belt and it shows muffin tops/bulges.i would have loved this if the belt went all the way around. one other point i would like to make is that bra straps are hard to conceal. i bought this dress because of the gorgeous color, but ended up returning it because of the belt and bra strap i"
409,"This is by far the most comfortable bra i've ever owned. i love the convertible strap feature. it's great for shirts with a back cutout."
410,"This top runs small across the top. i was amazed at the material--polyester, i am sure--because the price was so high. it has a sheer layer underneath, which i think would make it hot in the summer. i love this kind of tank but it just did not look as good as it does online."
411,"Love this dress. the fabric is super soft and flowy. be aware that the model is a tall gal.... i'm usually a size 8/10 in dresses and purchased a large. returned it for a large petite as it went way past my knees. looks funny if it is below the knee. the petite is perfect."
412,"I bought this tank in the blue popsicle print, and i think it's cuter in person than it is online. the beautiful pastel colors on the popsicles really stand out and make it special. i am normally a size 4-6, and the small fits me perfectly. also, i appreciate that it's lined. i wore it with skinnies, and received lots of compliments. it's the perfect tank for summer!"
413,"Very pretty but also very roomy. i'm using it as a swimsuit cover up, so it's perfect!"
414,"I ordered these in my typical size, 26, and they fit everywhere perfectly except the butt. for me, i found them to be too tight in that area. i went to the store and tried on the 27 and they were too big in the waist. i do recommend them though. they are well made, i loved the wash and the length was perfect. being 5'3"" they came to the lower ankle and that was fine with me. give them a try, hopefully they work better for you."
415,"I tried on the xs in the store (115 lbs, 30dd chest, short). fit: i think it is a little big, i would tend to go for a xxs petite in this for me, the length was ok, but would look more flattering in petite. also, the waist was on the looser side. the green color is amazing though, very flattering and springy/summery. the flow of the dress is also very nice. the weird thing is the belt at the waist, it starts a little off from the seam, and doesn't go all the way around, not sure if i love it or"
416,"This well made chemise is figure flattering and just the right length for me (5'2""). i would wear it as a slip or a nightie. looking forward to wearing it!"
417,"This is just a fantastic dress! i bought it in my usual m in the blue and it fits like a glove. i love the varying lengths and the adorable sleeves and the substantial knit which feels amazing on the body without revealing any bumps and lumps :) i took the regular length and found it perfect. the front hits about two inches above my knee and the rest hits a bit lower. i'm only 5""1, but i prefer dresses that hit closer to my knee than mini so the regular was perfect for me
definitely a keeper!"
418,"This dress is perfection it is extremely comfortable and versatile. great for dressing up or down. i am large busted (36g) so was delighted that it stretches as this is a problem for me finding clothing to fit allover. i am petite 5""1 with a curvy figure and a regular medium fit great!"
419,"I ordered this in the ""plum"" color, which in real life just looks like a very, very dark brown. that would probably be okay, but the dress is actually about 3 inches shorter than the listed measurements. i ordered the regular length, but the shortest part of the hem hits me only about halfway down my thigh...way, way too short. i am 5'5"", for reference. lastly, i think the fabric is just awful quality, especially for this price point. the slight texture makes it want to cling to itself - worn ou"
420,"The price is high and i have to dry clean this? no thanks."
421,"This is a great summer maxi dress. i am 5'4"" 120lbs, about a size 4 in dresses, 32dd. i got this in an extra small. i was really happy that on someone my height, it's just a few inches above my ankle, so did not shorten me at all. the straps were a good length, and the waist hit at the right spot. i don't think the waist detail not going all the way around is a big deal, there are the little snaps in the straps for your bra, and skirt is lined. the turquoise color is really pretty and the fabric"
422,"This dress had so much promise from the picture. i loved the midi length, color, and fascinating waist detail. i ordered online, so there was no way to try on before purchasing. the fit was disappointing. it fell in an unflattering manner at every point; a tad too low at the waist; a tad too long at the shin. just kind of saggy all around. bummed, but this is not to say it wouldn't fit someone with a different body shape better. the quality of fabric is nice, and the color is lovely."
423,"This dress is super comfortable and the material is so soft. the fit is very flattering and will cover any imperfections if you are heavier and want to hide anything. its more fitted in the top and drapes on the body very nicely. the hem is asymmetrical and the highest part of the hem hits about 2 inches above my knee and i am 5'3.'' i will wear this with tights for work. color is very nice also."
424,"Dress is very pretty, but very short, almost tunic length."
425,"I love this dress!!! it's comfortable, flattering and stylish. looks great with flats or boots - awesome with a chunky scarf and tights."
426,""
427,"I loved this dress on way more than i expected to - the pictures don't do it justice. the fabric is soft and is a really nice weight - heavier than i expected, which makes the dress hang in a really flattering way. the belt doesn't go all the way around, as other reviewers said, but i actually kind of like it that way. i almost didn't try it on based on some of the other reviews, but i'm sooooo glad i did. it's a really cute dress - will look great as is, or with a light cardigan if it's a littl"
428,"I like the style, but i ordered an extra small (i am5'4' 120#) and it was still too loose fitting on me, had to return, hopefully exchange for xxs"
429,"I ordered a regular size xs and the length is still fine for me at 5'2"". i love the color and the fabric is super soft and comfortable. i'll get a lot of use out of it this summer and the sale price is a great bargain!"
430,"I'm a big fan of paige jeans. these are perfect for my petite frame. at 5""3' they were ankle length. i tried my normal paige size and ultimately sized up for a better fit at the waist."
431,"This top is oversized. i normally wear large but thought an xl would be best for sleeping. it's huge. so stick with your normal size or a size down. pretty print. fabric is a bit coarse. undecided about trying a size down because i'm particular and they didn't wow me. also ordered these in the lighter color and they fit the same."
432,"This is, like many reviewers stated, a very flattering and nice dress. the sleeves were particularly great, because they are slightly longer than most of this type and went past the meaty (for lack of a better word!) part of my arm, only exposing the slimmer bits. it looked great on me, and i imagine it would on most people. i just did not like the handkerchief hem....too young, too trendy? i don't know, when you're in your 40s, you start to feel ridiculous in certain styles! i just didn't feel"
433,"I am so glad i tried this dress on. it is so chic and beautiful! perfect for an evening out or during the day. i can't believe the price!"
434,"I'm a big retailer buyer- and usually love the dresses, especially the petite xs maxis. this was the worst retailer purchase i have ever made. 

it was humongous and gave me no shape. even if i purchased an xxsp it probably would be the same. i'm small but i mean come on- this would only fit a giantess-- which also makes no sense because it's the petite size. 

do not buy. i'm very upset i have to pay the $5.95 return fee since i ordered this."
435,"The dress is just ok. i cannot imagine having paid full price for this. i got it for florida vacation. i put it on to wear to church first and spilled a drop of lavender oil on it and it stained!!!! cant get it out. thats punk for a dress that even on sale is like. 
sending back"
436,"I tried this on in store and was very close to purchasing, but ultimately decided against it because it was too in between causal and dressy to me. i couldn't imagine where i would wear the dress. it was great quality and the green color was very pretty on. you could find a way to wear a bra with the dress."
437,"I love this! i will sport it in the spring with white capris/ leggings and awesome for a beach cover-up! the fit is comfy the embroidery gives it a feminine touch. i purchased the large but could've gotten away with a slender fit in medium. i am 5'4 170 lbs."
438,"I loved this dress and purchased it in my usual m. however, i agree with another reviewer that it is too long for me at least, so i returned this and will buy it in petite instead. if you are shorter (i'm 5'2), the regular length doesn't fall right, the shorter front section falling right at the knee and the longer section falling halfway on my calf . but great style! looking forward to seeing it on me in the petite."
439,"Love! highly recommend...usually i wait for sale price but this was worth the extra splurge. so flattering!"
440,"This is a great dress for all body types. the fabric is substantial and soft.  i sized down for a closer fit, but i could have also bought my usual medium and had the extra space to belt it and wear a looser fit. i busted out the boots, a little early, and the outfit was done.  super easy to wear, dressed up or dressed down.  totally worth the price, i'm glad i didn't wait until it went on sale for fear of selling out."
441,"Looks fitted on, but this just turned out to be an oversized muumuu on. the fabric also felt cheap."
442,"This is a solid well made transistional dress going from late summer to fall. i'm 5'7"" and got the medium and it falls a little above my knee. i could see it being very flattering on many body types. i do think you need to accessorize the dress as it is on the bland side. i bought the plum/brown color and am very happy with it."
443,"Perfection! i am 5'3""/108 and the size 25 fit me like a glove. beautiful color too!! highly recommend!!"
444,"Thrilled that this not only fits great on me but i got it at a deep sale price!  all the problems that the negative reviewers had did not apply to me at all.  i'm so glad i gave this a try.  my body is large on top with a square waist, a bit of a tummy, no hips or bum and the medium petite skimmed over all my flaws and made me look more proportionate.  not sure why this is called halter though.  i am 5'3"" 36dd, wide torso, size 28 jeans, 140#."
445,"Love the style of this dress (length, hem, waist details, material)! i think it looks best on curvy women due to the waist detail only going part way around. it doesn't give the entire waist definition, which is why it would look best on someone who has a naturally defined waist. this is a pretty unique dress, which is one of the reasons i liked it. i agree with one of the previous reviewers about it being hard to conceal your bra straps. unfortunately for me that is a deal breaker because i rea"
446,"So i got this on sale and the only size they had was a xs petite. i didn't have my hopes very high but i thought i would give it a shot. the dress came today and it fit great. i am 5""6"" so the petite came just above my knees but the dress is still adorable. the material and cut is great. this is not what i was looking for but it is a welcome addition."
447,"This dress is beautiful. it is longer than it looks on the model (i'm 5/5) but drapes beautifully. it is perfect for a wedding or a special event. i love it!"
448,"I have mixed feelings about this dress. the color is fantastic. not too bright, not too dark. the material is super soft and comfortable and the length was perfect. i did end up returning this item though as no matter which bra i chose, the straps showed. it just was not hitting my right on the shoulders. i do not like having my bra straps show or constantly be trying to tuck them away (especially at a wedding or work?). this is what ultimately led me to return the dress ? even though it is beau"
449,"This dress is super soft and really flattering. i'm 5'2"" and i tried a regular size m in the store and hated it on me, but decided to order a petite m and give it a try and i love it. it's one i've been wearing a lot with ankle boots and all sorts of jackets. it's great for these fall days that are still warm-ish. would be really cute with tights."
450,"This cover up has great potential. i love the embroidery. the colors and design are great. however, it has a number of loose strings. it makes me wonder what might happen when i wash it. the fabric is on the thinner side, but it is not see through. the fabric would be nice for a hot day by the pool. i caught it on sale, so i am keeping it."
451,"The design of this dress is darling and so unique, and it's very well made. but i agree it's very boxy and overwhelming for a petite frame. i'm 5'3"" and ordered the 2, and it was like wearing a hospital gown. if a petite were available i'd have tried that, but this one's going back. shame, too, because it's adorable. the gap in the neckline could easily be stitched or sewn shut, but that's an inconvenience when this dress is already priced so high."
452,"I love the cut and aesthetic of this shirt, but the fabric unfortunately shows even the slightest hint of sweat, which makes it difficult to wear without being self conscious"
453,"Despite other reviewers comments on size - i really wanted this one to work so i ordered it. i'm typically a size xs and d chest and instead i ordered a small. the body of the sit for well but the cups of the suit i'd said for more for a b. (if i lifted my arms i would literally come out of it)"
454,"Love the sweater. the knit has a rich look and the fit is perfect. i paired it with a printed pencil skirt for an eclectic look. strongly recommend to your wardrobe."
455,""
456,"This is a nice shirt, but i can't keep it. i ordered a 0 and i do have an athletic build with somewhat wider shoulders given how petite i am (usually wear 00 petite in all pants) and i think this size was perfect (fit across the back perfectly) when you lift your arms the way it is cut makes it really tight across the chest and shows your stomach. at the same time, the high low styling makes for a really strange shirt-tail in the back. i'm sure this is the trend but it really does not look cute"
457,"I'm a 32-a, and i bought a small. i found that the tube portion is pretty tight, but probably needed to keep things up. because there is not a clasp in the front or back, it is really hard to get in and out of. i'd probably be ok with it, but the cups were too big for me. i think i would need to be a c to fill it.
the quality is really nice and the molded cups are a good shape. i wish i could have made it work, because it was really comfortable. i returned it in the end."
458,"Hi ladies,
does this bra take a contortionist to put it on the first time? yes. did my boyfriend laugh at me hysterically while i tried to get it over the girls? yes. however, i am a large chested girl 34d, i bought the large and this is honestly the absolute best, most comfortable, amazing, non hurting/poking best strapless bra i have ever owned. i just bought three more, just in case the first two wear out. i love this, i love how far it comes down on the sides, i love that it doesn't slip do"
459,"I just got this in the mail & had to immediately write a review. i love it!. i took a risk & ordered the xxs, which i assume is a 00. it fits me perfectly so i would say it runs large. i'm a true dress size 2 but usually wear a 0 or xs in us sizing. the shoulder length from seam to seam is about 14 inches. i'm 32c-24-34. hope this helps!"
460,"This shirt feels so nice, it's heavier weight and so soft.. i think it's lyocel... such a great drape to the shirt that is so flattering. i am 5'8'' 128lbs and 34c/d and purchased a size 4. found this item to be true to size, if not slightly loose, but i love the flow of it. highly recommend, the green is classic and timeless, very versatile."
461,"Love it! the light blue is a gorgeous color. i thought this might be more chambray, but i'm happy it's not. it's also stitched at the top so no awkward accidental peep show or need for annoying tape."
462,"Love this top! i bought it last month in the olive green color and love it. great quality fabric, comfortable and can be dressed up or down."
463,"This bra runs very small, and is hard to get on and off. i think if i went a size up i would be happier."
464,"I was so excited to receive this top but was immediately disappointed! it is much thinner than it seems & it almost feels like a cheap top. it's also see-through but i'm not bothered by that. it has a very boxy cut which i like with slimmer bottoms. but overall, i didn't care for this top & expected it to be more structured & stiff rather than flimsy & thin. it's going back..."
465,"You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didn't heather give it a hook and loop closure instead?"
466,"I love this top, i dress it up when i need to be more professional and i dress it down with a pair of cutoffs when it's warm. it is delicate, however, so i try not to wash it too frequently. the front is a bit boxy, which the model demonstrates. the model really encompasses the crisp whiteness of the shirt, the flow of it and the length."
467,"Great fit and design but the wool is too itchy and rough. will need a layer underneath"
468,"This was going to be my go to top. i loved the look of the billowy shirt, especially in light blue. when it arrived, i knew it wouldn't work for my body. i'm athletic build with muscular upper arms and a d cup. i tried it on anyway. i really wish it fit. it was snug in the upper arms and pulled a bit in the front. i knew if i ordered a size up the arms would still be tight. it's just the cut of the shirt. this top is best for someone that isn't busty and has slender upper arms."
469,"While there us no clasp and this bra does require you to pull it over your head, i did not find it to be too difficult. i love that the bra stays in place and that i do not have to constantly pull it up throughout the day! it's quite comfortable too. i wish i had ordered the same bra with the straps too before they sold out of my size!"
470,"Slighty fitted, flattering, very soft and not itchy. the orange is a very nice color."
471,"I was looking for an oversized silhouette but this is more like a beach cover-up. the waist does not have elastic or any structure. the top fabric is crossed over but not sewn closed, and because the fit is so loose it just gaps open. the fabric is nice quality but i am returning."
472,""
473,"I got tons of compliments when i wore this top out a couple weeks ago. it is a little bit shorter than i thought, and a little bit loose (not ""baggy"" but just kind of hangs). if you have a larger chest, this may not be super-flattering. the color is really pretty and looked great with dark skinnies. i bought my normal size (after trying on a size down, which was just too short...and i'm 5'2)"
474,"I loved the color and the style of the sleeves.  it was a bit too short on me and i thought it made me look boxy so i didn't end up keeping it"
475,"Saw this on the sale rack and decided to try on. i looked like the dancing hypos in the movie fantasia. i am petite and not heavy but this is for very slim and tall people. too much fabric in the peplum part."
476,"This product is comfortable and stylish. i love the design and the color print. i can dresss it up and dress it down. it goes with everything and also fits great."
477,"I got these on sale a few months ago. they are the most comfortable jeans i've ever owned. i'm 5'4 and they are the perfect length for me but i like my jeans a little long."
478,"I had this dress in my basket for a long tiem waiting for free shipping. i liekd how it looked on the model. read the reviews, and wasn't sure, so waited... then my usual size sold out, so i decided ot try the smaller size (in petites, otherwsie i would have gotten it in the store :_)) i needed pettie and the smaller size is perfect! the color says black, but it looks more mifnight (aka blue), my friend even said (when i tried it on), you know i laways love anything blue... so don't expect dark"
479,"Love this top for the fall. looks great with dark skinny jean and booties."
480,"Love this design it puts a twist on a turtle neck sweater. the only problem i had is that the tie kept coming undone but if you do a double knot the problem is solved! wish i would have bought all the other colors."
481,"I tried these in store, didn't have much hope as flare usually looks terrible on me (small waist and athletic, fuller legs). but surprisingly these work great. they seem to very good quality and the flare is super cute and on trend. i do think they run a little small. i am almost always a 2/26, but i took these in a 4. they didn't have a 2 in store for me to compare but i think they would have been too tight. highly recommend!"
482,"Runs a size big unless you want it really boxy. felt the matl was flimsy and would prob pill soon. turquoise was a pretty color but returning this one."
483,"I ordered these because i loved the wide cut and overall look. but returned them because they fit weird. too tight around the too high waistline (and normally, i like a high waistline). fit ran small. and the overall quality of the fabric wasn't as nice as i was hoping for. pretty disappointed."
484,"I wanted this tank to work so badly! it was a great deal and so beautiful. unfortunately the top fitted portion ends right below my chest then the shirt flares out so i looked like a cupcake. my belly also showed slightly because the shirt is short. if you have a short torso, this would work great. if not, unfortunately, its not great - tear"
485,"I am 5'8 with curvy, muscular body and 36ddd boobs. the ruffle ends up hitting me right below my breasts and creates the look of being about 6 months pregnant. the beading is beautiful and i wish that it fit."
486,""
487,"The sweater coat would be wonderful for cooler weather this fall. i ordered it in medium because the small sizes were sold out. sometimes a medium is the right size depending on the brand. i was disappointed that the coat was so large; i don't think it will work for me even with layers underneath. it's a great design but i may have to return it."
488,"Love these pants!!! retailer - please sell more colors and patterns of these! i have a hard time finding work pants that fit right, don't have to be hemmed (i'm 5'3"") and aren't boring. this is just enough pattern to be interesting, but still neutral enough to pair with other things. i bought them full price and would happily do so again for another pattern!"
489,"I agree with the other reviews that these jeans run big. for my body, straight up and down, i ordered 2 sizes down, but would have ordered one size down had i been able to try them on in the store. the jeans i received were lighter, not blue, and more grey with very noticeable white whiskering. i need a new pair of jearns and i love the cut of these so i am keeping this pair, but, for me, because of the color they are just ok compared to the wow i was expecting from the picture."
490,"This is a very well made top. i love everything about this top! bought it in both colors. i think it's fancy enough to wear out at night or in the daytime with shorts and flip flops. i got it on sale but would have totally paid regular price for it!"
491,"I wish i hadn't waited so long to buy this! the smalls were sold out in grey by the time i finially did, but the medium ended up being totally fine. perfect for a warmer winter, it is pretty thin so i wouldn't trust it on it's own to keep you warm in cold weather, but easily could be layered! i love the fun aspect of the tie front for this sweater as the front tuck is becoming a little tired in my eyes. i love that you can make it shorter or longer or even tuck it in because the ties aren't sewn"
492,"Love this sweater. i have it in cream and ordering navy. it is comfortable and looks great with pants or a skirt. i do not like my sweaters tight so i have a large and love the fit. i am 5' 4'' and weigh 135 and usually buy medium to large."
493,"I love this! seriously would buy again. i wish it was warmer out so i could wear it"
494,"I love this top. it is very short and hits at a potentially unflattering area if one has wider hips. the fabric and swing to the ""skirt"" is adorable."
495,"I have a small collection of retailer pants for work, and this pair fit neatly into a hole-- i don't have a fun, patterned pair. i am short (5'2"") and definitely needed a petite to get the crop to land in the right spot. my usual 0p fit perfectly up above. the flare seems a bit more pronounced on me than in the picture. the fabric is nice quality, smooth and medium weight with a bit of stretch, and i like the fact that these are machine washable. this gal has other things to do with her life besid"
496,"This jacket runs very large. i usually wear an xl but probably could fit into a medium. i have long arms, and the sleeves were way past my hands. i love the jacket, but it's just too sloppy."
497,"I wanted to like this top so so so so badly. so badly in fact, that after the first size didn't fit, i ordered two other sizes to make sure: xl, l, m. none of them worked i really wanted to like this top. the online photo makes the clothing look so flattering and the shirt is just not....at least on me. the shirt online on the model looks slimming and a lot longer than the actual piece of the clothing. the beaded work is very beautiful, but short causing the very poofy peplum to start at the mos"
498,"I love these pants so much i even paid full price for them.  i'm going to order them in navy too.  super cute fit.  cute with flats or heels."
499,"I followed the advice of other reviewers and sized down. however, the jacket was still too large. it fit fine in the arms but the body/width of the jacket was huge. also i found the wool material to be extremely itchy. it might work if you are layering it over long sleeves but still make sure to size down at least one or maybe even two sizes."
500,"I stumbled upon this by accident and i thought the turquoise color looks unique so i tried it on, and it was a great fit first time around. i dislike open shoulder blouses because most of them are too open but this one is very sutble which gives it a girl next door sexy look. the material is very soft, the pattern is subtle plaid, and the liner is a plus. size 2 regular fits me very comfortably (i'm 5'2"", 34b, 26 waist, 36 hips). i could size down more but i like the relaxed look like on the mod"
501,"Gorgeous colors on lovely silk skirt. longer on me than in photo, but i'm only 5'4"". i usually wear a size 12 or 32"" waist jeans, but i could not zip up the large. by several inches. i'm not sure if i can possibly cover the waist and still wear it that way. sad because i've had my eye on this for months:("
502,"Absolutely beautiful - 
usually don't leave reviews here, but this top (material, beading, style) is so gorgeous i would be remiss if i didn't. i have a short torso, so the peplum hit me above the belly-button. it's very voluminous, but with the right pants and heels, it is a perfect outfit. as a full-time student, i'm apt to find retailer expensive - but this purchase was so very much worth it. in terms of sizing- i initially got the s to accommodate my bust (30f) but preferred the xs."
503,"Very cute! waist is a little big for me but overall a pretty good fit."
504,"Beautiful dress with the colors and pleats. i did not have the same problems with the bust area that others did. my biggest complaint is the exposed zipper doesn&#39;t lay flat, even when just hanging on the hanger. when actually on a person the zipper juts out. had to be returned!"
505,"Tried this on and loved it! chic, lightweight, warm, cute left as is and cuter belted. ended up letting a friend buy it since it was the last one but will be adding to my iso list for sure!"
506,"I have to confess i had very high hopes for this dress. i was buying it as a stylish, modern alternative to a business suit. i wanted this dress to work as a piece to deliver presentations in or attend faculty functions. tailored, conservative, and edgy at the same time. several hundred dollars dress should meet the aforementioned needs, i thought. but it did not. the best description for the dress is ""blah"", average.

the material is textures and crinkly, not slick. the top is cream/ivory color"
507,"I love this shirt! i was surprised by the other reviews. it's boxy, but not unflattering. i get so many compliments on this. a steal for the price."
508,"It's rare to find such a great skirt -- flattering, unique design, substantial (denim-like) fabric, something with pockets! this skirt has everything, including an adjustable buckled waist. i love the slight a-line shape, too. for me it fits true to size (the same size i wear in skirts from other brands). i love the colors -- ivory background, cobalt, periwinkle, orange, blush pink, yellow, black. it will be easy to pair with tees or button-down shirts and cute sandals."
509,"I really liked this top when i tried it on but as i wore it the bottom of the sleeves stretched out terrible where they looked worn out from wearing over and over, and since this happened with the first wearing and i paid $88.00 i sent it back. if it hadn't been for that it's a comfy and cute casual top"
510,"This skirt fits my curves so well. the adjustable waist is so helpful for getting the perfect fit. it sits high on me, but i have a very long torso so that didn't bother me and actually made the length more flattering for my shorter legs. the colors are vibrant and versatile."
511,"I know this product description says oversized but that's an understatement. i ordered a small and tried it on and i looked like a little kid in their father's jacket. i don't even think an xs would have worked. i'm 5'6"" and about 135 pounds for reference. i will say that the embroidery on the back is very cool and this jacket is overall a cool concept but it's just way too big."
512,"Agreed with the previous reviewer, this is the same dress as the evanthe dress that came out this summer, but in a rich beautiful red/wine color. the color differences in the pattern are , however, more subtle than the summer version, remaining in one palette. yo u can't tell from the picture, but the back is longer than the front. the neckline is very flattering, i found this one a little more snug than the evanthe (around the rib cage), tried on 00p (size for evanthe) might be better as 0p in"
513,"I bought three of these this summer--a mint, ivory, and yellow. when i received them, they looked nice enough in person. i liked the heart motif and the peplum. the problem is the knit was on the cheap side and stretched out. the arms were tighter than i liked but loosened up through the day. but, then the look became more matronly. i wish they had been 3/4 length or a vest. the cheap, outstretched look just didn't work. i ended up donating all of mine after a few wears. they also pilled conside"
514,"Ordered this top online, color is a little more gray than green but it is gorgeous, comfortable and flattering, so much so, i am ordering the navy too. great quality , fabulous with jeans ."
515,"I love this blouse! the colors of the little sunglasses are vibrant against the black background, the buttons on the front are also a coral/peach color and beautifully made. its thin enough to be worn in the summer or fall without making you sweat or freeze. i ordered a medium, which i usually wear in most retailer tops and it fits perfectly. i'm a 36b and can run from an 8 to a 10 in tops. i do recommend trying it on before purchasing if you can, especially for women with a larger bust. th"
516,"This is such a beautiful dress.  but have to return for the reasons others have noted.  the chest does not fit well."
